member_number_members_sa,id_membership_periods_sa,purchased_on_adjusted_mp,real_membership_types_sa,new_member_category_6_sa,membership_type_id_mp,starts_mp,ends_mp
2095194209,4460324,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
2095763946,4539579,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095763946,4544682,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095763973,4539772,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095763973,4544812,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095771232,3958815,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
2095771232,3983118,"2021-12-19 00:00:00",one_day,"One Day - $15",47,2021-12-19,2021-12-19
2095772827,3955785,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2095772827,3967157,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2095773594,4538712,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095773594,4544185,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095799677,3154075,"2014-12-06 00:00:00",one_day,"One Day - $15",47,2014-12-06,2014-12-06
2095799677,3441762,"2014-12-06 00:00:00",one_day,"One Day - $15",47,2014-12-06,2014-12-06
209582759,3958386,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
209582759,3982688,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
2095831136,3957014,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
2095831136,3981675,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
2095831136,3957015,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2095831136,3981676,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2095836127,4539782,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095836127,4544820,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095837081,4539770,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095837081,4544810,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2095852171,3957354,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2095852171,3981923,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2095861895,3957503,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
2095861895,3966878,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
209784926,3958452,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
209784926,3982753,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
209784926,3958453,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
209784926,3982754,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
209784926,3958454,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
209784926,3982755,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
209788981,3956343,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
209788981,3967424,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
209871527,3958777,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
209871527,3983081,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
2099578655,3957534,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
2099578655,3982054,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
2099581951,4551387,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
2099581951,4551595,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
2099583221,4539087,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099583221,4544383,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099584529,4539193,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099584529,4544444,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099590865,3957260,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2099590865,3981858,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2099591568,4539824,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099591568,4544140,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099593192,4443347,"2023-07-28 12:50:00",adult_annual,"1-Year $50",1,2026-05-20,2027-05-19
2099593192,4443348,"2023-07-28 12:50:00",adult_annual,"1-Year $50",1,2026-05-20,2027-05-19
2099606049,4538685,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099606049,4544166,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099606078,4539781,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099606078,4544819,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099621265,4538734,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099621265,4548282,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099635631,4402576,"2023-06-15 13:22:02",adult_annual,"1-Year $50",1,2024-06-14,2025-06-13
2099635631,4402577,"2023-06-15 13:22:02",adult_annual,"1-Year $50",1,2024-06-14,2025-06-13
2099640385,4539435,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099640385,4548374,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099648355,4539486,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099648355,4544620,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099649840,4539349,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099649840,4544535,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099651848,4459713,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
2099651848,4460285,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
2099651969,4539327,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099651969,4544523,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099663700,4538809,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099663700,4548528,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099667050,4539215,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099667050,4544458,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099679683,4187276,"2022-08-21 00:00:00",one_day,"One Day - $15",47,2022-08-21,2022-08-21
2099679683,4221760,"2022-08-21 00:00:00",one_day,"One Day - $15",47,2022-08-21,2022-08-21
2099681401,4538868,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099681401,4544260,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099684365,4440607,"2023-07-16 00:00:00",one_day,"One Day - $15",47,2023-07-16,2023-07-16
2099684365,4441264,"2023-07-16 00:00:00",one_day,"One Day - $15",47,2023-07-16,2023-07-16
2099685709,4539551,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099685709,4544662,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099691190,4539165,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099691190,4544428,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099706791,4401481,"2023-06-13 12:51:27",adult_annual,"1-Year $50",1,2023-12-02,2024-12-01
2099706791,4401482,"2023-06-13 12:51:27",adult_annual,"1-Year $50",1,2023-12-02,2024-12-01
2099709070,3957915,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
2099709070,3982339,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
2099711465,3837510,"2022-05-25 00:00:00",adult_annual,"1-Year $50",1,2022-05-25,2023-05-24
2099711465,3837512,"2022-05-25 00:00:00",adult_annual,"1-Year $50",1,2022-05-25,2023-05-24
2099728078,3897173,"2022-06-04 00:00:00",one_day,"One Day - $15",47,2022-06-04,2022-06-05
2099728078,3900806,"2022-06-04 00:00:00",one_day,"One Day - $15",47,2022-06-04,2022-06-05
2099742201,3641471,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
2099742201,3956932,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
2099742201,3981616,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
2099742201,3956934,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2099742201,3981617,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2099746927,4407494,"2023-06-07 00:00:00",one_day,"One Day - $15",47,2023-06-07,2023-08-23
2099746927,4412344,"2023-06-07 00:00:00",one_day,"One Day - $15",47,2023-06-07,2023-08-23
2099746927,4424699,"2023-06-07 00:00:00",one_day,"One Day - $15",47,2023-06-07,2023-08-23
2099746927,4454157,"2023-06-07 00:00:00",one_day,"One Day - $15",47,2023-06-07,2023-08-23
2099752757,4538824,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099752757,4541739,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099766427,4539071,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099766427,4544375,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099770153,4539473,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099770153,4544612,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099774428,4538748,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099774428,4541735,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099782284,4539663,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099782284,4548377,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099796004,4551407,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
2099796004,4551615,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
2099804056,3956419,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2099804056,3967460,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2099814411,4538975,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099814411,4548680,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099814628,4694671,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
2099814628,4697200,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
2099825752,3956374,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2099825752,3967438,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2099825876,4539362,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099825876,4544543,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099830592,4539108,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099830592,4544397,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099836896,4538701,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099836896,4541594,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2099841128,3776069,"2022-04-02 19:47:07",adult_annual,"1-Year $50",1,2023-04-28,2024-04-27
2099841128,3776070,"2022-04-02 19:47:07",adult_annual,"1-Year $50",1,2023-04-28,2024-04-27
2099994344,3957124,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2099994344,3981758,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2099999813,3956764,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
2099999813,3981494,"2021-12-04 00:00:00",one_day,"One Day - $15",47,2021-12-04,2021-12-04
2100009986,2117782,"2019-07-14 00:00:00",one_day,"One Day - $15",47,2019-07-14,2019-07-14
2100009986,3534034,"2019-07-14 00:00:00",one_day,"One Day - $15",47,2019-07-14,2019-07-14
2100017143,3956109,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100017143,3967312,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100019558,4538761,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100019558,4548407,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100020473,3956542,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
2100020473,3967512,"2022-07-16 00:00:00",one_day,"One Day - $15",47,2022-07-16,2022-07-17
2100021324,4424960,"2023-07-11 12:29:15",adult_annual,"1-Year $50",1,2026-04-01,2027-03-31
2100021324,4424961,"2023-07-11 12:29:15",adult_annual,"1-Year $50",1,2026-04-01,2027-03-31
2100022047,3957986,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2100022047,3982394,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2100022198,3958522,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2100022198,3982822,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2100022433,4539178,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100022433,4548651,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100022656,4539104,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100022656,4544394,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100024641,4539762,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100024641,4544803,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100031159,3996116,"2022-09-29 09:19:03",adult_annual,"1-Year $50",1,2024-04-17,2025-04-16
2100031159,3996117,"2022-09-29 09:19:03",adult_annual,"1-Year $50",1,2024-04-17,2025-04-16
2100031205,3958121,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
2100031205,3982498,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
2100034949,3494123,"2021-08-09 00:00:00",one_day,"One Day - $15",47,2022-09-24,2022-09-24
2100034949,3494128,"2021-08-09 00:00:00",one_day,"One Day - $15",47,2022-09-24,2022-09-24
2100038659,4459821,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
2100038659,4460393,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
2100041084,4539203,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100041084,4544450,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100041100,3956178,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100041100,3967346,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100041664,4538910,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100041664,4548487,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100046600,4539370,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100046600,4544547,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100047300,4539484,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100047300,4541604,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100047792,4187271,"2022-09-16 00:00:00",one_day,"One Day - $15",47,2022-09-16,2022-09-17
2100047792,4221750,"2022-09-16 00:00:00",one_day,"One Day - $15",47,2022-09-16,2022-09-17
2100048548,4539597,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100048548,4544692,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100048553,2488771,"2018-08-11 00:00:00",one_day,"One Day - $15",47,2018-08-11,2018-08-11
2100048553,3570267,"2018-08-11 00:00:00",one_day,"One Day - $15",47,2018-08-11,2018-08-11
2100053709,2025110,"2021-05-23 06:00:02",one_day,"One Day - $15",47,2021-07-18,2021-07-18
2100053709,3414431,"2021-05-23 06:00:02",one_day,"One Day - $15",47,2021-07-18,2021-07-18
2100053856,4539399,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100053856,4542162,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100071345,4539810,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100071345,4544840,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100074576,3958639,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100074576,3982941,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100075591,3958616,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
2100075591,3982918,"2021-11-14 00:00:00",one_day,"One Day - $15",47,2021-11-14,2021-11-14
2100076137,4459815,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
2100076137,4460387,"2023-05-26 00:00:00",one_day,"One Day - $15",47,2023-05-26,2023-05-29
2100076143,4539109,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100076143,4548300,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100083099,3957460,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100083099,3982004,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100083207,3958804,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
2100083207,3983107,"2022-06-18 00:00:00",one_day,"One Day - $15",47,2022-06-18,2022-06-19
2100083683,3958710,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2100083683,3983013,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
2100084753,4538950,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100084753,4544310,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100092000,4538793,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100092000,4541466,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100092219,4538670,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100092219,4541959,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100092402,2120087,"2018-10-21 00:00:00",one_day,"One Day - $15",47,2018-10-21,2018-10-21
2100092402,3534214,"2018-10-21 00:00:00",one_day,"One Day - $15",47,2018-10-21,2018-10-21
2100094037,3958051,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2100094037,3982445,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2100095244,3957485,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2100095244,3982022,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2100099786,4405529,"2023-06-05 00:00:00",one_day,"One Day - $15",47,2023-06-05,2023-08-04
2100099786,4405579,"2023-06-05 00:00:00",one_day,"One Day - $15",47,2023-06-05,2023-08-04
2100108767,3958845,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
2100108767,3983150,"2022-04-03 00:00:00",one_day,"One Day - $15",47,2022-04-03,2022-04-03
2100109680,4539651,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100109680,4544730,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100117905,4539687,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100117905,4544754,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100119361,3957308,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100119361,3981894,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100119451,3957271,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100119451,3981867,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-21
2100121418,2272348,"2018-06-16 00:00:00",one_day,"One Day - $15",47,2018-06-16,2018-06-16
2100121418,3559466,"2018-06-16 00:00:00",one_day,"One Day - $15",47,2018-06-16,2018-06-16
2100121434,4539569,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100121434,4544673,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100122028,4539769,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100122028,4544809,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100122311,4694807,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
2100122311,4697336,"2024-05-19 00:00:00",one_day,"Bronze - $0",115,2024-05-19,2024-05-19
2100123013,3958293,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2100123013,3967090,"2022-08-20 00:00:00",one_day,"One Day - $15",47,2022-08-20,2022-08-20
2100123111,4539420,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100123111,4548238,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100123299,4539131,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100123299,4544135,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100124605,3957870,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2100124605,3982305,"2022-07-30 00:00:00",one_day,"One Day - $15",47,2022-07-30,2022-07-31
2100129246,4538720,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100129246,4548235,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100129685,4539483,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100129685,4544619,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100130556,3958192,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
2100130556,3982554,"2022-03-06 00:00:00",one_day,"One Day - $15",47,2022-03-06,2022-03-06
2100131933,4402567,"2023-06-15 13:05:51",adult_annual,"1-Year $50",1,2023-06-21,2024-06-20
2100131933,4402568,"2023-06-15 13:05:51",adult_annual,"1-Year $50",1,2023-06-21,2024-06-20
2100132652,3955905,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100132652,3967213,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100133886,4551353,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
2100133886,4551561,"2023-10-01 00:00:00",one_day,"One Day - $15",47,2023-10-01,2023-10-01
2100137442,3957818,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
2100137442,3982267,"2022-07-03 00:00:00",one_day,"One Day - $15",47,2022-07-03,2022-07-04
2100137995,4539376,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100137995,4541871,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100140870,2141146,"2018-10-21 00:00:00",one_day,"One Day - $15",47,2018-10-21,2018-10-21
2100140870,3536149,"2018-10-21 00:00:00",one_day,"One Day - $15",47,2018-10-21,2018-10-21
2100141820,4539550,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100141820,4541606,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100143557,4538867,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100143557,4548531,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100143583,3956174,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100143583,3967344,"2022-06-11 00:00:00",one_day,"One Day - $15",47,2022-06-11,2022-06-12
2100150290,4539600,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100150290,4544695,"2023-08-27 00:00:00",one_day,"One Day - $15",47,2023-08-27,2023-08-27
2100150313,2279117,"2018-07-15 00:00:00",one_day,"One Day - $15",47,2018-07-15,2018-07-15
2100150313,3559733,"2018-07-15 00:00:00",one_day,"One Day - $15",47,2018-07-15,2018-07-15
2100150382,3083541,"2015-06-30 17:22:41",one_day,"One Day - $15",47,2015-10-25,2015-10-25
2100150382,3540378,"2015-06-30 17:22:41",one_day,"One Day - $15",47,2015-10-25,2015-10-25
2100150633,3641457,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
2100150633,3958623,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
2100150633,3982925,"2021-09-19 00:00:00",one_day,"One Day - $15",47,2021-09-19,2021-09-19
2100150799,4416615,"2023-07-01 13:10:00",adult_annual,"1-Year $50",1,2024-07-13,2025-07-12
2100150799,4416616,"2023-07-01 13:10:00",adult_annual,"1-Year $50",1,2024-07-13,2025-07-12
2100152643,3957971,"2022-05-14 00:00:00",one_day,"One Day - $15",47,2022-05-14,2022-05-15
