purchased_on_mp,member_number_members_sa,id_membership_periods_sa,starts_mp,ends_mp
"2022-07-17 06:00:00",253727375,3967096,2022-07-16,2022-07-17
"2022-07-17 06:00:00",253958329,3958537,2022-07-16,2022-07-17
"2022-07-17 06:00:00",253958329,3982838,2022-07-16,2022-07-17
"2022-07-17 06:00:00",269034891,3958523,2022-07-16,2022-07-17
"2022-07-17 06:00:00",269034891,3982824,2022-07-16,2022-07-17
"2022-07-17 06:00:00",277719804,3958898,2022-07-16,2022-07-17
"2022-07-17 06:00:00",277719804,3983203,2022-07-16,2022-07-17
"2022-07-17 06:00:00",279824729,3958111,2022-07-16,2022-07-17
"2022-07-17 06:00:00",279824729,3982490,2022-07-16,2022-07-17
"2022-07-17 06:00:00",283819079,3955805,2022-07-16,2022-07-17
"2022-07-17 06:00:00",283819079,3965325,2022-07-16,2022-07-17
"2022-07-17 06:00:00",294934314,3958566,2022-07-16,2022-07-17
"2022-07-17 06:00:00",294934314,3982867,2022-07-16,2022-07-17
"2022-07-17 06:00:00",295541825,3958207,2022-07-16,2022-07-17
"2022-07-17 06:00:00",295541825,3982567,2022-07-16,2022-07-17
"2022-07-17 06:00:00",295550244,3957530,2022-07-16,2022-07-17
"2022-07-17 06:00:00",295550244,3982051,2022-07-16,2022-07-17
"2022-07-17 06:00:00",297895505,3958528,2022-07-16,2022-07-17
"2022-07-17 06:00:00",297895505,3982829,2022-07-16,2022-07-17
"2022-07-17 06:00:00",301776603,3956917,2022-07-16,2022-07-17
"2022-07-17 06:00:00",301776603,3981606,2022-07-16,2022-07-17
"2022-07-17 06:00:00",311448139,3955867,2022-07-16,2022-07-17
"2022-07-17 06:00:00",311448139,3965353,2022-07-16,2022-07-17
"2022-07-17 06:00:00",314496431,3957815,2022-07-16,2022-07-17
"2022-07-17 06:00:00",314496431,3982265,2022-07-16,2022-07-17
"2022-07-17 06:00:00",316087907,3956865,2022-07-16,2022-07-17
"2022-07-17 06:00:00",316087907,3967637,2022-07-16,2022-07-17
"2022-07-17 06:00:00",318958415,3955731,2022-07-16,2022-07-17
"2022-07-17 06:00:00",318958415,3965289,2022-07-16,2022-07-17
"2022-07-17 06:00:00",319506808,3957221,2022-07-16,2022-07-17
"2022-07-17 06:00:00",319506808,3967731,2022-07-16,2022-07-17
"2022-07-17 06:00:00",319583158,3956775,2022-07-16,2022-07-17
"2022-07-17 06:00:00",319583158,3967613,2022-07-16,2022-07-17
"2022-07-17 06:00:00",328136437,3958866,2022-07-16,2022-07-17
"2022-07-17 06:00:00",328136437,3983171,2022-07-16,2022-07-17
"2022-07-17 06:00:00",328302648,3958316,2022-07-16,2022-07-17
"2022-07-17 06:00:00",328302648,3967100,2022-07-16,2022-07-17
"2022-07-17 06:00:00",329065283,3957439,2022-07-16,2022-07-17
"2022-07-17 06:00:00",329065283,3981988,2022-07-16,2022-07-17
"2022-07-17 06:00:00",330243583,3957130,2022-07-16,2022-07-17
"2022-07-17 06:00:00",330243583,3981762,2022-07-16,2022-07-17
"2022-07-17 06:00:00",33244179,3956390,2022-07-16,2022-07-17
"2022-07-17 06:00:00",33244179,3967446,2022-07-16,2022-07-17
"2022-07-17 06:00:00",339881,3958835,2022-07-16,2022-07-17
"2022-07-17 06:00:00",339881,3983140,2022-07-16,2022-07-17
"2022-07-17 06:00:00",341830482,3955717,2022-07-16,2022-07-17
"2022-07-17 06:00:00",341830482,3965282,2022-07-16,2022-07-17
"2022-07-17 06:00:00",345926560,3956503,2022-07-16,2022-07-17
"2022-07-17 06:00:00",345926560,3967494,2022-07-16,2022-07-17
"2022-07-17 06:00:00",349198108,3958088,2022-07-16,2022-07-17
"2022-07-17 06:00:00",349198108,3982473,2022-07-16,2022-07-17
"2022-07-17 06:00:00",357051136,3956040,2022-07-16,2022-07-17
"2022-07-17 06:00:00",357051136,3967278,2022-07-16,2022-07-17
"2022-07-17 06:00:00",365034331,3958054,2022-07-16,2022-07-17
"2022-07-17 06:00:00",365034331,3982447,2022-07-16,2022-07-17
"2022-07-17 06:00:00",377130614,3956922,2022-07-16,2022-07-17
"2022-07-17 06:00:00",377130614,3981610,2022-07-16,2022-07-17
"2022-07-17 06:00:00",379118010,3956409,2022-07-16,2022-07-17
"2022-07-17 06:00:00",379118010,3967455,2022-07-16,2022-07-17
"2022-07-17 06:00:00",386860932,3956477,2022-07-16,2022-07-17
"2022-07-17 06:00:00",386860932,3967483,2022-07-16,2022-07-17
"2022-07-17 06:00:00",397834926,3957086,2022-07-16,2022-07-17
"2022-07-17 06:00:00",397834926,3981729,2022-07-16,2022-07-17
"2022-07-17 06:00:00",418087054,3957267,2022-07-16,2022-07-17
"2022-07-17 06:00:00",418087054,3981864,2022-07-16,2022-07-17
"2022-07-17 06:00:00",425082125,3957179,2022-07-16,2022-07-17
"2022-07-17 06:00:00",425082125,3981798,2022-07-16,2022-07-17
"2022-07-17 06:00:00",433614703,3958100,2022-07-16,2022-07-17
"2022-07-17 06:00:00",433614703,3982482,2022-07-16,2022-07-17
"2022-07-17 06:00:00",436799,3958164,2022-07-16,2022-07-17
"2022-07-17 06:00:00",436799,3982532,2022-07-16,2022-07-17
"2022-07-17 06:00:00",437892,3957535,2022-07-16,2022-07-17
"2022-07-17 06:00:00",437892,3966889,2022-07-16,2022-07-17
"2022-07-17 06:00:00",445373437,3956407,2022-07-16,2022-07-17
"2022-07-17 06:00:00",445373437,3967454,2022-07-16,2022-07-17
"2022-07-17 06:00:00",445858216,3958702,2022-07-16,2022-07-17
"2022-07-17 06:00:00",445858216,3983005,2022-07-16,2022-07-17
"2022-07-17 06:00:00",457741984,3956119,2022-07-16,2022-07-17
"2022-07-17 06:00:00",457741984,3967317,2022-07-16,2022-07-17
"2022-07-17 06:00:00",459874810,3956910,2022-07-16,2022-07-17
"2022-07-17 06:00:00",459874810,3967649,2022-07-16,2022-07-17
"2022-07-17 06:00:00",466537016,3958229,2022-07-16,2022-07-17
"2022-07-17 06:00:00",466537016,3982584,2022-07-16,2022-07-17
"2022-07-17 06:00:00",467573337,3956184,2022-07-16,2022-07-17
"2022-07-17 06:00:00",467573337,3967349,2022-07-16,2022-07-17
"2022-07-17 06:00:00",481027081,3956034,2022-07-16,2022-07-17
"2022-07-17 06:00:00",481027081,3967275,2022-07-16,2022-07-17
"2022-07-17 06:00:00",487548273,3956745,2022-07-16,2022-07-17
"2022-07-17 06:00:00",487548273,3967602,2022-07-16,2022-07-17
"2022-07-17 06:00:00",489684200,3957897,2022-07-16,2022-07-17
"2022-07-17 06:00:00",489684200,3982327,2022-07-16,2022-07-17
"2022-07-17 06:00:00",490625683,3958728,2022-07-16,2022-07-17
"2022-07-17 06:00:00",490625683,3983031,2022-07-16,2022-07-17
"2022-07-17 06:00:00",493139372,3957823,2022-07-16,2022-07-17
"2022-07-17 06:00:00",493139372,3982271,2022-07-16,2022-07-17
"2022-07-17 06:00:00",493797763,3956953,2022-07-16,2022-07-17
"2022-07-17 06:00:00",493797763,3967663,2022-07-16,2022-07-17
"2022-07-17 06:00:00",497261468,3958195,2022-07-16,2022-07-17
"2022-07-17 06:00:00",497261468,3982556,2022-07-16,2022-07-17
"2022-07-17 06:00:00",503358527,3957851,2022-07-16,2022-07-17
"2022-07-17 06:00:00",503358527,3982292,2022-07-16,2022-07-17
"2022-07-17 06:00:00",503994876,3957012,2022-07-16,2022-07-17
"2022-07-17 06:00:00",503994876,3967678,2022-07-16,2022-07-17
"2022-07-17 06:00:00",518054939,3957084,2022-07-16,2022-07-17
"2022-07-17 06:00:00",518054939,3967696,2022-07-16,2022-07-17
"2022-07-17 06:00:00",518090033,3956015,2022-07-16,2022-07-17
"2022-07-17 06:00:00",518090033,3967267,2022-07-16,2022-07-17
"2022-07-17 06:00:00",520080538,3958630,2022-07-16,2022-07-17
"2022-07-17 06:00:00",520080538,3982932,2022-07-16,2022-07-17
"2022-07-17 06:00:00",522965,3956313,2022-07-16,2022-07-17
"2022-07-17 06:00:00",522965,3967410,2022-07-16,2022-07-17
"2022-07-17 06:00:00",529102112,3957402,2022-07-16,2022-07-17
"2022-07-17 06:00:00",529102112,3981959,2022-07-16,2022-07-17
"2022-07-17 06:00:00",531815983,3957154,2022-07-16,2022-07-17
"2022-07-17 06:00:00",531815983,3967714,2022-07-16,2022-07-17
"2022-07-17 06:00:00",532265762,3955934,2022-07-16,2022-07-17
"2022-07-17 06:00:00",532265762,3967227,2022-07-16,2022-07-17
"2022-07-17 06:00:00",535587646,3957226,2022-07-16,2022-07-17
"2022-07-17 06:00:00",535587646,3967732,2022-07-16,2022-07-17
"2022-07-17 06:00:00",538340457,3958628,2022-07-16,2022-07-17
"2022-07-17 06:00:00",538340457,3982930,2022-07-16,2022-07-17
"2022-07-17 06:00:00",539260230,3956318,2022-07-16,2022-07-17
"2022-07-17 06:00:00",539260230,3967412,2022-07-16,2022-07-17
"2022-07-17 06:00:00",556087149,3955746,2022-07-16,2022-07-17
"2022-07-17 06:00:00",556087149,3965296,2022-07-16,2022-07-17
"2022-07-17 06:00:00",559579400,3957125,2022-07-16,2022-07-17
"2022-07-17 06:00:00",559579400,3981759,2022-07-16,2022-07-17
"2022-07-17 06:00:00",561670867,3958382,2022-07-16,2022-07-17
"2022-07-17 06:00:00",561670867,3982684,2022-07-16,2022-07-17
"2022-07-17 06:00:00",570187724,3956992,2022-07-16,2022-07-17
"2022-07-17 06:00:00",570187724,3967673,2022-07-16,2022-07-17
"2022-07-17 06:00:00",573791801,3956681,2022-07-16,2022-07-17
"2022-07-17 06:00:00",573791801,3967572,2022-07-16,2022-07-17
"2022-07-17 06:00:00",582047968,3958743,2022-07-16,2022-07-17
"2022-07-17 06:00:00",582047968,3983046,2022-07-16,2022-07-17
"2022-07-17 06:00:00",584535090,3956195,2022-07-16,2022-07-17
"2022-07-17 06:00:00",584535090,3967354,2022-07-16,2022-07-17
"2022-07-17 06:00:00",588178549,3957298,2022-07-16,2022-07-17
"2022-07-17 06:00:00",588178549,3981887,2022-07-16,2022-07-17
"2022-07-17 06:00:00",594164045,3956470,2022-07-16,2022-07-17
"2022-07-17 06:00:00",594164045,3967479,2022-07-16,2022-07-17
"2022-07-17 06:00:00",599085633,3956797,2022-07-16,2022-07-17
"2022-07-17 06:00:00",599085633,3967618,2022-07-16,2022-07-17
"2022-07-17 06:00:00",601971758,3957146,2022-07-16,2022-07-17
"2022-07-17 06:00:00",601971758,3981774,2022-07-16,2022-07-17
"2022-07-17 06:00:00",603880128,3958953,2022-07-16,2022-07-17
"2022-07-17 06:00:00",603880128,3983258,2022-07-16,2022-07-17
"2022-07-17 06:00:00",606215338,3958874,2022-07-16,2022-07-17
"2022-07-17 06:00:00",606215338,3983179,2022-07-16,2022-07-17
"2022-07-17 06:00:00",607394252,3958741,2022-07-16,2022-07-17
"2022-07-17 06:00:00",607394252,3983044,2022-07-16,2022-07-17
"2022-07-17 06:00:00",609765265,3956638,2022-07-16,2022-07-17
"2022-07-17 06:00:00",609765265,3967555,2022-07-16,2022-07-17
"2022-07-17 06:00:00",610902893,3956350,2022-07-16,2022-07-17
"2022-07-17 06:00:00",610902893,3967427,2022-07-16,2022-07-17
"2022-07-17 06:00:00",611816126,3955892,2022-07-16,2022-07-17
"2022-07-17 06:00:00",611816126,3965365,2022-07-16,2022-07-17
"2022-07-17 06:00:00",614234133,3957167,2022-07-16,2022-07-17
"2022-07-17 06:00:00",614234133,3981789,2022-07-16,2022-07-17
"2022-07-17 06:00:00",625259772,3957255,2022-07-16,2022-07-17
"2022-07-17 06:00:00",625259772,3967740,2022-07-16,2022-07-17
"2022-07-17 06:00:00",633792359,3956129,2022-07-16,2022-07-17
"2022-07-17 06:00:00",633792359,3967322,2022-07-16,2022-07-17
"2022-07-17 06:00:00",640085787,3956938,2022-07-16,2022-07-17
"2022-07-17 06:00:00",640085787,3967658,2022-07-16,2022-07-17
"2022-07-17 06:00:00",640235180,3957922,2022-07-16,2022-07-17
"2022-07-17 06:00:00",640235180,3982344,2022-07-16,2022-07-17
"2022-07-17 06:00:00",641752572,3957304,2022-07-16,2022-07-17
"2022-07-17 06:00:00",641752572,3967754,2022-07-16,2022-07-17
"2022-07-17 06:00:00",646097953,3958938,2022-07-16,2022-07-17
"2022-07-17 06:00:00",646097953,3983243,2022-07-16,2022-07-17
"2022-07-17 06:00:00",646181376,3957213,2022-07-16,2022-07-17
"2022-07-17 06:00:00",646181376,3967729,2022-07-16,2022-07-17
"2022-07-17 06:00:00",653745452,3958632,2022-07-16,2022-07-17
"2022-07-17 06:00:00",653745452,3982934,2022-07-16,2022-07-17
"2022-07-17 06:00:00",655534218,3956899,2022-07-16,2022-07-17
"2022-07-17 06:00:00",655534218,3981593,2022-07-16,2022-07-17
"2022-07-17 06:00:00",666665869,3958739,2022-07-16,2022-07-17
"2022-07-17 06:00:00",666665869,3983042,2022-07-16,2022-07-17
"2022-07-17 06:00:00",675959558,3958509,2022-07-16,2022-07-17
"2022-07-17 06:00:00",675959558,3982809,2022-07-16,2022-07-17
"2022-07-17 06:00:00",685858448,3957428,2022-07-16,2022-07-17
"2022-07-17 06:00:00",685858448,3981979,2022-07-16,2022-07-17
"2022-07-17 06:00:00",690934957,3956967,2022-07-16,2022-07-17
"2022-07-17 06:00:00",690934957,3967666,2022-07-16,2022-07-17
"2022-07-17 06:00:00",693153411,3956432,2022-07-16,2022-07-17
"2022-07-17 06:00:00",693153411,3967466,2022-07-16,2022-07-17
"2022-07-17 06:00:00",700768360,3956402,2022-07-16,2022-07-17
"2022-07-17 06:00:00",700768360,3967452,2022-07-16,2022-07-17
"2022-07-17 06:00:00",701636826,3958564,2022-07-16,2022-07-17
"2022-07-17 06:00:00",701636826,3982865,2022-07-16,2022-07-17
"2022-07-17 06:00:00",715755818,3956823,2022-07-16,2022-07-17
"2022-07-17 06:00:00",715755818,3967625,2022-07-16,2022-07-17
"2022-07-17 06:00:00",723654273,3957930,2022-07-16,2022-07-17
"2022-07-17 06:00:00",723654273,3982351,2022-07-16,2022-07-17
"2022-07-17 06:00:00",742617446,3958802,2022-07-16,2022-07-17
"2022-07-17 06:00:00",742617446,3983105,2022-07-16,2022-07-17
"2022-07-17 06:00:00",749896785,3956398,2022-07-16,2022-07-17
"2022-07-17 06:00:00",749896785,3967450,2022-07-16,2022-07-17
"2022-07-17 06:00:00",758089589,3956491,2022-07-16,2022-07-17
"2022-07-17 06:00:00",758089589,3967488,2022-07-16,2022-07-17
"2022-07-17 06:00:00",762369174,3956423,2022-07-16,2022-07-17
"2022-07-17 06:00:00",762369174,3967462,2022-07-16,2022-07-17
"2022-07-17 06:00:00",766352891,3958916,2022-07-16,2022-07-17
"2022-07-17 06:00:00",766352891,3983221,2022-07-16,2022-07-17
"2022-07-17 06:00:00",774901431,3957427,2022-07-16,2022-07-17
"2022-07-17 06:00:00",774901431,3967783,2022-07-16,2022-07-17
"2022-07-17 06:00:00",777423019,3956723,2022-07-16,2022-07-17
"2022-07-17 06:00:00",777423019,3983316,2022-07-16,2022-07-17
"2022-07-17 06:00:00",782871286,3958856,2022-07-16,2022-07-17
"2022-07-17 06:00:00",782871286,3983161,2022-07-16,2022-07-17
"2022-07-17 06:00:00",796708454,3956950,2022-07-16,2022-07-17
"2022-07-17 06:00:00",796708454,3967662,2022-07-16,2022-07-17
"2022-07-17 06:00:00",807689542,3957122,2022-07-16,2022-07-17
"2022-07-17 06:00:00",807689542,3981756,2022-07-16,2022-07-17
"2022-07-17 06:00:00",808714658,3957229,2022-07-16,2022-07-17
"2022-07-17 06:00:00",808714658,3981835,2022-07-16,2022-07-17
"2022-07-17 06:00:00",816904542,3956436,2022-07-16,2022-07-17
"2022-07-17 06:00:00",816904542,3982862,2022-07-16,2022-07-17
"2022-07-17 06:00:00",817606075,3958391,2022-07-16,2022-07-17
"2022-07-17 06:00:00",817606075,3982693,2022-07-16,2022-07-17
"2022-07-17 06:00:00",818964543,3956079,2022-07-16,2022-07-17
"2022-07-17 06:00:00",818964543,3967298,2022-07-16,2022-07-17
"2022-07-17 06:00:00",823011939,3957343,2022-07-16,2022-07-17
"2022-07-17 06:00:00",823011939,3967761,2022-07-16,2022-07-17
"2022-07-17 06:00:00",826142303,3957546,2022-07-16,2022-07-17
"2022-07-17 06:00:00",826142303,3966892,2022-07-16,2022-07-17
"2022-07-17 06:00:00",841228267,3958852,2022-07-16,2022-07-17
"2022-07-17 06:00:00",841228267,3983157,2022-07-16,2022-07-17
"2022-07-17 06:00:00",844337030,3956853,2022-07-16,2022-07-17
"2022-07-17 06:00:00",844337030,3967633,2022-07-16,2022-07-17
"2022-07-17 06:00:00",848456220,3958155,2022-07-16,2022-07-17
"2022-07-17 06:00:00",848456220,3982525,2022-07-16,2022-07-17
"2022-07-17 06:00:00",849708942,3955888,2022-07-16,2022-07-17
"2022-07-17 06:00:00",849708942,3965363,2022-07-16,2022-07-17
"2022-07-17 06:00:00",868104869,3956303,2022-07-16,2022-07-17
"2022-07-17 06:00:00",868104869,3967405,2022-07-16,2022-07-17
"2022-07-17 06:00:00",868130606,3955752,2022-07-16,2022-07-17
"2022-07-17 06:00:00",868130606,3967141,2022-07-16,2022-07-17
"2022-07-17 06:00:00",877135398,3955713,2022-07-16,2022-07-17
"2022-07-17 06:00:00",877135398,3965280,2022-07-16,2022-07-17
"2022-07-17 06:00:00",885855567,3958162,2022-07-16,2022-07-17
"2022-07-17 06:00:00",885855567,3982531,2022-07-16,2022-07-17
"2022-07-17 06:00:00",891646872,3958755,2022-07-16,2022-07-17
"2022-07-17 06:00:00",891646872,3983058,2022-07-16,2022-07-17
"2022-07-17 06:00:00",898671871,3956725,2022-07-16,2022-07-17
"2022-07-17 06:00:00",898671871,3983317,2022-07-16,2022-07-17
"2022-07-17 06:00:00",899381743,3957108,2022-07-16,2022-07-17
"2022-07-17 06:00:00",899381743,3967702,2022-07-16,2022-07-17
"2022-07-17 06:00:00",911062712,3956512,2022-07-16,2022-07-17
"2022-07-17 06:00:00",911062712,3967498,2022-07-16,2022-07-17
"2022-07-17 06:00:00",925892958,3957452,2022-07-16,2022-07-17
"2022-07-17 06:00:00",925892958,3966865,2022-07-16,2022-07-17
"2022-07-17 06:00:00",927823486,3958448,2022-07-16,2022-07-17
"2022-07-17 06:00:00",927823486,3982749,2022-07-16,2022-07-17
"2022-07-17 06:00:00",934714997,3957383,2022-07-16,2022-07-17
"2022-07-17 06:00:00",934714997,3981945,2022-07-16,2022-07-17
"2022-07-17 06:00:00",941090431,3956616,2022-07-16,2022-07-17
"2022-07-17 06:00:00",941090431,3967545,2022-07-16,2022-07-17
"2022-07-17 06:00:00",945616419,3956847,2022-07-16,2022-07-17
"2022-07-17 06:00:00",945616419,3967631,2022-07-16,2022-07-17
"2022-07-17 06:00:00",952885767,3958836,2022-07-16,2022-07-17
"2022-07-17 06:00:00",952885767,3983141,2022-07-16,2022-07-17
"2022-07-17 06:00:00",955366362,3956292,2022-07-16,2022-07-17
"2022-07-17 06:00:00",955366362,3967400,2022-07-16,2022-07-17
"2022-07-17 06:00:00",957105094,3958394,2022-07-16,2022-07-17
"2022-07-17 06:00:00",957105094,3982696,2022-07-16,2022-07-17
"2022-07-17 06:00:00",964569150,3956982,2022-07-16,2022-07-17
"2022-07-17 06:00:00",964569150,3967670,2022-07-16,2022-07-17
"2022-07-17 06:00:00",970356765,3958694,2022-07-16,2022-07-17
"2022-07-17 06:00:00",970356765,3982997,2022-07-16,2022-07-17
"2022-07-17 06:00:00",976235738,3956072,2022-07-16,2022-07-17
"2022-07-17 06:00:00",976235738,3967295,2022-07-16,2022-07-17
"2022-07-17 06:00:00",978593213,3958533,2022-07-16,2022-07-17
"2022-07-17 06:00:00",978593213,3982834,2022-07-16,2022-07-17
"2022-07-17 06:00:00",978742902,3955900,2022-07-16,2022-07-17
"2022-07-17 06:00:00",978742902,3965369,2022-07-16,2022-07-17
"2022-07-17 06:00:00",981824950,3956626,2022-07-16,2022-07-17
"2022-07-17 06:00:00",981824950,3967550,2022-07-16,2022-07-17
"2022-07-17 06:00:00",989003129,3956008,2022-07-16,2022-07-17
"2022-07-17 06:00:00",989003129,3967263,2022-07-16,2022-07-17
"2022-07-17 06:00:00",990200370,3955775,2022-07-16,2022-07-17
"2022-07-17 06:00:00",990200370,3965310,2022-07-16,2022-07-17
"2022-07-17 06:00:00",999956358,3957216,2022-07-16,2022-07-17
"2022-07-17 06:00:00",999956358,3981826,2022-07-16,2022-07-17
"2022-07-29 14:34:03",921028017,3918023,2022-07-29,2023-07-28
"2022-07-29 14:34:03",921028017,3918024,2022-07-29,2023-07-28
"2022-07-31 06:00:00",107075886,3958016,2022-07-30,2022-07-31
"2022-07-31 06:00:00",107075886,3982417,2022-07-30,2022-07-31
"2022-07-31 06:00:00",109783906,3957248,2022-07-30,2022-07-31
"2022-07-31 06:00:00",109783906,3981850,2022-07-30,2022-07-31
"2022-07-31 06:00:00",110451540,3958718,2022-07-30,2022-07-31
"2022-07-31 06:00:00",110451540,3983021,2022-07-30,2022-07-31
"2022-07-31 06:00:00",119788339,3957261,2022-07-30,2022-07-31
"2022-07-31 06:00:00",119788339,3981859,2022-07-30,2022-07-31
"2022-07-31 06:00:00",123954780,3958011,2022-07-30,2022-07-31
"2022-07-31 06:00:00",123954780,3982413,2022-07-30,2022-07-31
"2022-07-31 06:00:00",137101707,3958776,2022-07-30,2022-07-31
"2022-07-31 06:00:00",137101707,3983080,2022-07-30,2022-07-31
"2022-07-31 06:00:00",141626685,3957920,2022-07-30,2022-07-31
"2022-07-31 06:00:00",141626685,3982343,2022-07-30,2022-07-31
"2022-07-31 06:00:00",141755869,3958037,2022-07-30,2022-07-31
"2022-07-31 06:00:00",141755869,3982433,2022-07-30,2022-07-31
"2022-07-31 06:00:00",143419,3957749,2022-07-30,2022-07-31
"2022-07-31 06:00:00",143419,3982215,2022-07-30,2022-07-31
"2022-07-31 06:00:00",149825352,3958042,2022-07-30,2022-07-31
"2022-07-31 06:00:00",149825352,3982438,2022-07-30,2022-07-31
"2022-07-31 06:00:00",154381174,3958267,2022-07-30,2022-07-31
"2022-07-31 06:00:00",154381174,3982605,2022-07-30,2022-07-31
"2022-07-31 06:00:00",155481410,3958779,2022-07-30,2022-07-31
"2022-07-31 06:00:00",155481410,3983083,2022-07-30,2022-07-31
"2022-07-31 06:00:00",156227915,3958468,2022-07-30,2022-07-31
"2022-07-31 06:00:00",156227915,3982768,2022-07-30,2022-07-31
"2022-07-31 06:00:00",157183402,3957137,2022-07-30,2022-07-31
"2022-07-31 06:00:00",157183402,3981767,2022-07-30,2022-07-31
"2022-07-31 06:00:00",166945470,3956867,2022-07-30,2022-07-31
"2022-07-31 06:00:00",166945470,3981569,2022-07-30,2022-07-31
"2022-07-31 06:00:00",174221239,3957892,2022-07-30,2022-07-31
"2022-07-31 06:00:00",174221239,3982323,2022-07-30,2022-07-31
"2022-07-31 06:00:00",174592526,3957178,2022-07-30,2022-07-31
"2022-07-31 06:00:00",174592526,3981797,2022-07-30,2022-07-31
"2022-07-31 06:00:00",176886051,3958592,2022-07-30,2022-07-31
"2022-07-31 06:00:00",176886051,3982894,2022-07-30,2022-07-31
"2022-07-31 06:00:00",178974774,3957504,2022-07-30,2022-07-31
"2022-07-31 06:00:00",178974774,3982035,2022-07-30,2022-07-31
"2022-07-31 06:00:00",179602919,3958240,2022-07-30,2022-07-31
"2022-07-31 06:00:00",179602919,3982590,2022-07-30,2022-07-31
"2022-07-31 06:00:00",181018807,3958380,2022-07-30,2022-07-31
"2022-07-31 06:00:00",181018807,3982682,2022-07-30,2022-07-31
"2022-07-31 06:00:00",183298296,3958944,2022-07-30,2022-07-31
"2022-07-31 06:00:00",183298296,3983249,2022-07-30,2022-07-31
"2022-07-31 06:00:00",196186643,3958253,2022-07-30,2022-07-31
"2022-07-31 06:00:00",196186643,3982597,2022-07-30,2022-07-31
"2022-07-31 06:00:00",201013176,3958854,2022-07-30,2022-07-31
"2022-07-31 06:00:00",201013176,3983159,2022-07-30,2022-07-31
"2022-07-31 06:00:00",204018136,3958821,2022-07-30,2022-07-31
"2022-07-31 06:00:00",204018136,3983124,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2095831136,3957015,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2095831136,3981676,2022-07-30,2022-07-31
"2022-07-31 06:00:00",209784926,3958454,2022-07-30,2022-07-31
"2022-07-31 06:00:00",209784926,3982755,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2099590865,3957260,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2099590865,3981858,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100094037,3958051,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100094037,3982445,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100095244,3957485,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100095244,3982022,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100124605,3957870,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100124605,3982305,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100251312,3957560,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100251312,3982072,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100284588,3957415,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100284588,3981970,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100314025,3957284,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100314025,3981876,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100319983,3958276,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100319983,3982610,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100322317,3957106,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100322317,3981744,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100376281,3957247,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100376281,3981849,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100384349,3957793,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100384349,3982248,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100410423,3956864,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100410423,3981567,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100433852,3957347,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100433852,3981917,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100434418,3958534,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100434418,3982835,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100447924,3956852,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100447924,3981559,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100448044,3958794,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100448044,3983098,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100450058,3957721,2022-07-30,2022-07-31
"2022-07-31 06:00:00",2100450058,3982194,2022-07-30,2022-07-31
"2022-07-31 06:00:00",211298169,3958497,2022-07-30,2022-07-31
"2022-07-31 06:00:00",211298169,3982797,2022-07-30,2022-07-31
"2022-07-31 06:00:00",215267346,3957393,2022-07-30,2022-07-31
"2022-07-31 06:00:00",215267346,3981952,2022-07-30,2022-07-31
"2022-07-31 06:00:00",217940802,3958588,2022-07-30,2022-07-31
"2022-07-31 06:00:00",217940802,3982889,2022-07-30,2022-07-31
"2022-07-31 06:00:00",218006160,3958375,2022-07-30,2022-07-31
"2022-07-31 06:00:00",218006160,3982677,2022-07-30,2022-07-31
"2022-07-31 06:00:00",219459578,3958546,2022-07-30,2022-07-31
"2022-07-31 06:00:00",219459578,3982847,2022-07-30,2022-07-31
"2022-07-31 06:00:00",239900713,3956897,2022-07-30,2022-07-31
"2022-07-31 06:00:00",239900713,3981592,2022-07-30,2022-07-31
